Gender,Age,Annual Income,Income Type,Employment Duration,Education Level,Marital Status,Occupation,Number of Children,Housing Type,Credit History,Loan Amount,Existing Loan Balance,Number of Credit Inquiries,Monthly Income,Employment Status,Approved
Male,61.6,50385.92,Commercial associate,8.5,Secondary / secondary special,Civil marriage,Cooking staff,1,Co-op apartment,Good,43806.0,0.0,1,4198.83,Employed,1
Male,28.0,34379.31,Working,7.9,Incomplete higher,Married,Waiters/barmen staff,2,Municipal apartment,Bad,26092.94,0.0,0,2864.94,Employed,0
Female,46.6,26127.6,Working,5.4,Secondary / secondary special,Married,Cooking staff,0,House / apartment,Good,28130.18,30645.06,1,2177.3,Employed,1
Female,40.7,43980.05,State servant,1.5,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,105937.32,24910.97,4,3665.0,Employed,0
Female,26.3,42014.02,Working,8.3,Secondary / secondary special,Married,Waiters/barmen staff,1,House / apartment,Good,56859.68,7194.93,0,3501.17,Employed,1
Male,38.9,164943.5,Commercial associate,0.5,Secondary / secondary special,Married,Core staff,0,With parents,Good,235477.31,0.0,0,13745.29,Employed,1
Male,21.9,60869.04,Working,3.2,Lower secondary,Single / not married,HR staff,0,House / apartment,Good,143641.34,120815.48,0,5072.42,Employed,0
Female,19.5,24616.97,Working,0.5,Higher education,Married,Low-skill Laborers,1,House / apartment,Good,56883.74,51355.36,2,2051.41,Employed,1
Female,25.7,36960.79,Working,6.5,Higher education,Married,Security staff,0,Co-op apartment,Bad,82122.03,3947.83,0,3080.07,Employed,0
Female,72.9,81690.39,Working,0.0,Incomplete higher,Married,Accountants,3,House / apartment,Good,27381.59,21057.72,6,6807.53,Retired,1
Female,49.3,139277.19,Working,17.4,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,225951.3,262091.57,2,11606.43,Employed,1
Female,73.1,22181.38,Pensioner,0.0,Secondary / secondary special,Married,Cooking staff,3,Rented apartment,Good,45237.53,32019.59,0,1848.45,Retired,0
Male,42.7,19149.61,Working,22.2,Secondary / secondary special,Single / not married,Security staff,0,Office apartment,Good,40317.2,0.0,0,1595.8,Employed,1
Male,35.8,124926.72,Working,16.5,Higher education,Single / not married,Accountants,0,House / apartment,Bad,185763.17,0.0,1,10410.56,Employed,0
Female,46.9,59564.03,Working,0.3,Secondary / secondary special,Single / not married,HR staff,0,With parents,Good,8457.46,7001.58,0,4963.67,Employed,1
Female,43.1,31756.53,Commercial associate,1.9,Secondary / secondary special,Single / not married,Security staff,1,House / apartment,Good,77387.83,39900.26,3,2646.38,Employed,0
Male,24.0,64043.29,Working,1.5,Secondary / secondary special,Married,IT staff,1,House / apartment,Good,78982.8,75295.33,0,5336.94,Employed,1
Male,54.5,15000.0,Working,24.4,Secondary / secondary special,Separated,Accountants,0,House / apartment,Bad,15669.45,1448.46,0,1250.0,Employed,0
Female,30.3,49103.61,Working,10.9,Secondary / secondary special,Single / not married,Cleaning staff,0,House / apartment,Bad,51454.54,56770.08,1,4091.97,Employed,0
Male,53.3,57751.85,Working,16.2,Higher education,Civil marriage,Medicine staff,1,House / apartment,Good,64564.38,0.0,0,4812.65,Employed,1
Male,55.1,77818.55,Working,22.5,Incomplete higher,Married,Accountants,0,House / apartment,Good,53012.62,62874.37,1,6484.88,Employed,1
Female,26.7,29526.75,Pensioner,0.0,Secondary / secondary special,Separated,Private service staff,1,Municipal apartment,Good,26148.91,16115.39,0,2460.56,Retired,1
Female,21.5,51166.67,Working,0.7,Secondary / secondary special,Single / not married,Accountants,0,House / apartment,Good,126118.58,0.0,1,4263.89,Employed,1
Female,62.5,30862.21,Working,32.2,Incomplete higher,Civil marriage,Medicine staff,1,With parents,Good,30356.17,15993.2,1,2571.85,Employed,1
Male,44.2,55697.57,Working,25.4,Secondary / secondary special,Married,Accountants,1,House / apartment,Good,75979.29,0.0,1,4641.46,Employed,1
Female,21.3,31329.86,Pensioner,0.0,Secondary / secondary special,Single / not married,High skill tech staff,4,House / apartment,Good,66917.64,13201.46,1,2610.82,Retired,1
Male,74.7,39972.6,Working,0.0,Secondary / secondary special,Separated,Security staff,1,Municipal apartment,Good,54595.65,63788.36,0,3331.05,Retired,1
Male,21.3,29794.89,Working,0.9,Secondary / secondary special,Single / not married,Low-skill Laborers,0,With parents,Good,26180.42,19866.8,1,2482.91,Employed,1
Female,57.6,67884.85,Working,19.6,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,92119.9,15305.23,0,5657.07,Employed,1
Female,74.1,75299.26,Working,0.0,Academic degree,Separated,Medicine staff,1,House / apartment,Good,28147.4,4376.76,1,6274.94,Retired,1
Female,31.6,43594.65,Working,1.2,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,17961.72,0.0,5,3632.89,Employed,1
Female,26.1,49967.05,Working,4.5,Secondary / secondary special,Married,IT staff,2,House / apartment,Good,88234.71,69764.07,0,4163.92,Employed,0
Female,24.9,23758.71,Working,3.5,Secondary / secondary special,Married,HR staff,1,With parents,Good,54690.3,12634.58,1,1979.89,Employed,1
Male,35.3,42199.42,Working,2.5,Higher education,Separated,Core staff,0,House / apartment,Good,77715.61,33862.55,0,3516.62,Employed,1
Male,23.8,47805.58,Working,2.5,Higher education,Married,Medicine staff,0,House / apartment,Good,13341.19,0.0,1,3983.8,Employed,1
Male,57.5,181751.66,Working,13.2,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,193919.84,49927.58,2,15145.97,Employed,1
Male,21.6,28113.82,Working,1.9,Secondary / secondary special,Single / not married,Low-skill Laborers,0,House / apartment,Bad,5000.0,4009.74,0,2342.82,Employed,0
Female,47.0,101934.79,Commercial associate,17.0,Secondary / secondary special,Single / not married,Realty agents,0,House / apartment,Good,135256.89,36935.2,2,8494.57,Employed,1
Male,74.8,80694.8,State servant,0.0,Secondary / secondary special,Married,Cooking staff,1,House / apartment,Good,45486.91,0.0,0,6724.57,Retired,1
Female,64.4,56405.29,State servant,0.3,Higher education,Civil marriage,Core staff,0,House / apartment,Good,123163.88,0.0,1,4700.44,Employed,1
Female,53.1,118102.74,Pensioner,0.0,Secondary / secondary special,Separated,Core staff,0,House / apartment,Good,41383.69,0.0,2,9841.9,Retired,1
Female,35.5,59044.86,Commercial associate,13.3,Higher education,Married,Waiters/barmen staff,0,House / apartment,Good,6107.61,0.0,0,4920.4,Employed,1
Female,53.6,59550.48,Commercial associate,25.4,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,70433.36,12313.98,2,4962.54,Employed,1
Female,48.0,47735.93,Working,11.0,Higher education,Married,Accountants,0,House / apartment,Good,22581.0,10397.92,0,3977.99,Employed,1
Female,42.3,90380.56,Commercial associate,1.3,Lower secondary,Married,Private service staff,1,Rented apartment,Good,169117.14,0.0,2,7531.71,Employed,1
Male,25.5,84815.59,Working,5.6,Higher education,Married,Waiters/barmen staff,0,House / apartment,Good,195741.09,49173.63,1,7067.97,Employed,1
Female,68.5,35852.24,Working,0.0,Incomplete higher,Separated,Managers,1,House / apartment,Good,7193.8,3146.02,1,2987.69,Retired,1
Male,43.6,25346.0,Commercial associate,24.5,Secondary / secondary special,Civil marriage,Managers,1,Municipal apartment,Good,26598.02,0.0,3,2112.17,Employed,1
Male,29.1,44289.8,Working,2.7,Lower secondary,Married,Realty agents,3,House / apartment,Good,110385.95,29721.86,0,3690.82,Employed,1
Female,39.0,32858.99,Working,6.8,Secondary / secondary special,Married,Sales staff,0,House / apartment,Good,61065.57,72059.88,0,2738.25,Employed,0
Male,41.6,47488.26,State servant,4.3,Incomplete higher,Married,Laborers,0,House / apartment,Good,113385.35,0.0,3,3957.35,Employed,1
Female,65.2,91009.49,Working,0.0,Higher education,Married,IT staff,0,House / apartment,Good,44940.48,14234.87,0,7584.12,Retired,1
Female,59.8,39001.26,Working,23.1,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,24620.89,0.0,1,3250.1,Employed,1
Female,61.9,47982.34,Pensioner,0.0,Incomplete higher,Civil marriage,HR staff,2,House / apartment,Good,22625.93,0.0,4,3998.53,Retired,1
Male,18.6,50463.79,Commercial associate,0.1,Higher education,Separated,Drivers,1,House / apartment,Good,41667.23,17680.56,1,4205.32,Employed,1
Male,41.7,74922.94,Working,8.4,Higher education,Married,Accountants,1,House / apartment,Good,137747.46,73123.6,0,6243.58,Employed,1
Female,45.4,15939.5,Working,19.1,Secondary / secondary special,Civil marriage,Waiters/barmen staff,0,Co-op apartment,Bad,7903.95,0.0,0,1328.29,Employed,0
Male,19.1,36194.04,Working,0.6,Incomplete higher,Married,Core staff,1,House / apartment,Good,49157.36,54652.7,0,3016.17,Employed,0
Female,32.8,54482.88,Pensioner,0.0,Secondary / secondary special,Single / not married,Sales staff,0,House / apartment,Bad,40649.89,36350.72,0,4540.24,Retired,0
Female,61.3,89325.25,Working,15.5,Secondary / secondary special,Married,IT staff,1,With parents,Good,186696.01,14448.11,0,7443.77,Employed,1
Female,25.8,38332.32,Working,3.3,Higher education,Married,HR staff,1,House / apartment,Bad,5000.0,0.0,2,3194.36,Employed,0
Male,48.5,19181.92,Working,17.2,Higher education,Separated,Medicine staff,0,House / apartment,Good,12189.65,13986.89,0,1598.49,Employed,1
Male,30.3,66826.55,Working,0.1,Secondary / secondary special,Married,Realty agents,0,Rented apartment,Bad,103753.42,103124.64,4,5568.88,Employed,0
Female,18.7,35679.04,State servant,0.1,Higher education,Single / not married,Secretaries,2,House / apartment,Good,11849.2,0.0,2,2973.25,Employed,1
Male,31.7,27042.55,Working,12.1,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,32968.9,34120.37,3,2253.55,Employed,0
Male,73.6,35876.12,Commercial associate,0.0,Incomplete higher,Married,Security staff,0,With parents,Good,41146.24,21226.12,0,2989.68,Retired,1
Female,63.7,44700.38,Working,3.1,Higher education,Married,High skill tech staff,0,House / apartment,Good,95929.49,64454.45,1,3725.03,Employed,1
Female,72.7,36229.45,Commercial associate,0.0,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,58001.66,29588.0,0,3019.12,Retired,1
Female,45.8,16272.26,State servant,19.7,Higher education,Single / not married,Realty agents,1,With parents,Good,26609.78,0.0,0,1356.02,Employed,1
Female,24.3,76767.23,Working,5.8,Secondary / secondary special,Married,Waiters/barmen staff,1,House / apartment,Good,183039.04,51662.03,1,6397.27,Employed,1
Male,49.2,92729.09,Working,8.5,Higher education,Single / not married,Waiters/barmen staff,1,Rented apartment,Good,227897.03,34402.51,2,7727.42,Employed,1
Female,43.9,67897.94,Working,9.6,Secondary / secondary special,Single / not married,Waiters/barmen staff,0,House / apartment,Good,113263.77,116864.14,0,5658.16,Employed,0
Female,66.1,27754.61,Commercial associate,0.0,Secondary / secondary special,Single / not married,Managers,1,House / apartment,Good,37546.53,0.0,0,2312.88,Retired,1
Male,23.6,44322.79,Working,3.2,Secondary / secondary special,Married,Managers,2,House / apartment,Good,69099.59,0.0,0,3693.57,Employed,1
Female,45.8,48861.22,Pensioner,0.0,Secondary / secondary special,Separated,Secretaries,0,House / apartment,Bad,49734.12,46126.29,2,4071.77,Retired,0
Female,26.6,66131.28,Commercial associate,7.5,Higher education,Married,Secretaries,0,House / apartment,Bad,163337.39,0.0,4,5510.94,Employed,0
Female,36.5,68471.32,Pensioner,0.0,Secondary / secondary special,Married,Realty agents,2,House / apartment,Bad,122704.1,0.0,0,5705.94,Retired,0
Female,60.0,33959.13,Commercial associate,37.7,Secondary / secondary special,Married,Waiters/barmen staff,0,House / apartment,Bad,27113.53,22501.96,0,2829.93,Employed,0
Female,45.1,51072.31,Working,20.1,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,12187.85,0.0,3,4256.03,Employed,1
Male,39.4,61613.74,Working,1.9,Higher education,Married,Cooking staff,0,House / apartment,Bad,12774.54,14572.84,0,5134.48,Employed,0
Male,40.5,101509.85,Working,15.0,Secondary / secondary special,Married,Cooking staff,0,House / apartment,Good,60072.63,0.0,2,8459.15,Employed,1
Female,44.2,69720.75,Pensioner,0.0,Higher education,Married,Cooking staff,0,With parents,Good,45945.37,3133.95,0,5810.06,Retired,1
Female,62.7,72731.39,Commercial associate,16.4,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,79721.54,0.0,0,6060.95,Employed,1
Female,68.8,51119.09,Commercial associate,0.0,Higher education,Single / not married,Medicine staff,1,House / apartment,Good,31470.47,0.0,1,4259.92,Retired,1
Female,72.5,99233.36,Working,0.0,Secondary / secondary special,Married,Laborers,0,With parents,Good,160181.01,157778.0,2,8269.45,Retired,0
Female,62.9,60167.13,Working,18.8,Secondary / secondary special,Married,Laborers,2,House / apartment,Good,36522.13,9755.13,0,5013.93,Employed,1
Female,36.0,31871.14,Commercial associate,0.9,Incomplete higher,Married,Managers,0,House / apartment,Good,17557.93,0.0,0,2655.93,Employed,1
Female,57.2,98882.25,Working,7.5,Incomplete higher,Single / not married,Accountants,3,House / apartment,Good,121720.96,19396.97,0,8240.19,Employed,1
Female,42.9,69490.94,Working,19.7,Higher education,Married,Security staff,3,With parents,Good,155159.69,94993.53,1,5790.91,Employed,0
Female,32.5,39280.28,Commercial associate,6.6,Secondary / secondary special,Married,HR staff,1,House / apartment,Good,48076.44,4720.53,3,3273.36,Employed,1
Female,65.9,38570.91,Working,0.0,Higher education,Married,Drivers,2,House / apartment,Good,42167.14,712.52,2,3214.24,Retired,1
Female,20.2,56856.61,Working,0.7,Secondary / secondary special,Single / not married,Core staff,1,Co-op apartment,Good,84570.1,55971.79,0,4738.05,Employed,1
Male,69.4,61795.91,Working,0.0,Secondary / secondary special,Married,Cleaning staff,2,Co-op apartment,Good,44327.0,28280.4,3,5149.66,Retired,1
Male,44.3,54103.07,Working,10.1,Secondary / secondary special,Single / not married,Realty agents,0,House / apartment,Bad,51303.11,14944.65,0,4508.59,Employed,0
Male,54.3,57276.99,State servant,31.0,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Good,35122.52,0.0,0,4773.08,Employed,1
Female,55.6,114688.92,Working,28.1,Secondary / secondary special,Married,Cleaning staff,1,Co-op apartment,Bad,168861.54,180004.09,2,9557.41,Employed,0
Male,69.0,83765.09,Working,0.0,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,148576.66,131776.12,0,6980.42,Retired,0
Male,54.3,53923.29,Working,9.9,Higher education,Married,Drivers,2,House / apartment,Good,92579.65,0.0,0,4493.61,Employed,1
Female,53.0,78484.41,Commercial associate,4.1,Secondary / secondary special,Married,Low-skill Laborers,2,House / apartment,Good,55846.58,21753.58,0,6540.37,Employed,1
Male,21.8,29253.02,Working,1.0,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,57662.25,0.0,2,2437.75,Employed,1
Female,47.5,59812.12,Working,27.2,Secondary / secondary special,Married,Cooking staff,2,With parents,Good,42723.12,39183.29,1,4984.34,Employed,1
Male,26.6,121134.06,Working,5.0,Higher education,Single / not married,Medicine staff,0,House / apartment,Good,55812.24,43545.55,0,10094.51,Employed,1
Male,60.0,43957.43,Working,21.3,Secondary / secondary special,Married,Medicine staff,0,With parents,Good,41299.81,15994.73,2,3663.12,Employed,1
Female,47.2,32086.26,Working,17.4,Secondary / secondary special,Single / not married,High skill tech staff,0,House / apartment,Good,49239.11,20026.08,2,2673.85,Employed,1
Male,56.8,35381.9,Pensioner,0.0,Higher education,Married,Private service staff,0,House / apartment,Good,15596.49,0.0,2,2948.49,Retired,1
Male,20.4,28429.52,Pensioner,0.0,Secondary / secondary special,Married,Accountants,1,House / apartment,Bad,47062.49,0.0,1,2369.13,Retired,0
Female,22.8,33110.94,Working,1.8,Secondary / secondary special,Married,HR staff,1,House / apartment,Good,71895.88,0.0,0,2759.25,Employed,1
Female,58.8,40731.05,Working,32.3,Incomplete higher,Married,Security staff,0,With parents,Good,32728.91,34856.66,0,3394.25,Employed,1
Male,22.1,24275.34,Pensioner,0.0,Secondary / secondary special,Married,Cooking staff,1,House / apartment,Good,28656.94,0.0,2,2022.95,Retired,1
Female,22.1,49405.11,Working,2.1,Secondary / secondary special,Married,Cooking staff,1,House / apartment,Good,32011.8,0.0,2,4117.09,Employed,1
Male,18.7,76967.5,Pensioner,0.0,Higher education,Separated,Cooking staff,0,House / apartment,Bad,74429.74,58756.08,5,6413.96,Retired,0
Male,72.5,31136.06,Working,0.0,Incomplete higher,Single / not married,HR staff,0,Municipal apartment,Bad,5000.0,3295.06,0,2594.67,Retired,0
Female,60.0,104782.49,State servant,4.7,Higher education,Married,Laborers,2,With parents,Good,250330.25,122705.44,0,8731.87,Employed,1
Female,38.1,63284.52,Commercial associate,2.6,Incomplete higher,Civil marriage,IT staff,2,House / apartment,Good,69495.04,24847.2,0,5273.71,Employed,1
Female,34.9,82066.92,State servant,9.1,Secondary / secondary special,Single / not married,Waiters/barmen staff,0,House / apartment,Good,163583.03,39854.65,0,6838.91,Employed,1
